ID;Sinônimo
2359;Ultra-som doppler arterial supra-claviculares
2359;Ultra-som membros superiores duplex scan color arterial
2359;Ultra-som membros superiores com doppler color arterial
2359;Ultra-som membros superiores com doppler colorido arterial
2359;Ultra-som membros superiores triplex scan arterial
2359;Ultra-som doppler arterial dos braços
2359;Ultra-som doppler arterial dos braços e antebraços
2359;Ultra-som com doppler das artérias braquiais
2361;DOPPLER VENOSO MEMBROS SUPERIORES
2361;DOPPLERFLUXOMETRIA VENOSA MEMBROS SUPERIORES
2361;DUPLEX SCAN VENOSO DE MEMBROS SUPERIORES
2361;ECO-DOPPLER VENOSO DOS MEMBROS SUPERIORES
2361;ULTRA-SOM DOPPLER VENOSO SUPRA-CLAVICULARES
2361;ULTRA-SOM MEMBROS SUP. DUPLEX SCAN COLOR VENOSO
2361;ULTRA-SOM MEMBROS SUPERIORES C/DOPPLER COLOR VENOSO
2361;ULTRA-SOM MEMBROS SUPERIORES C/DOPPLER COLORIDO VENOSO
2361;ULTRA-SOM MEMBROS SUPERIORES TRIPLEX SCAN VENOSO
2361;DOPPLER VENOSO SUBCLAVIAS DIREITA E ESQUERDA
2361;DOPPLER VENOSO SUBCLAVIAS BILATERAL
2362;DOPPLERFLUXOMETRIA ARTERIAL E VENOSA MEMBROS SUPS
2362;DUPLEX SCAN VENOSO E ARTERIAL MEMB. SUPERIORES
2362;ECO-DOPPLER ARTERIAL/VENOSO DOS MEMBROS SUPERIORES
2362;ULTRA-SOM MEMBROS SUP DOPPLER-COLOR ART E VENOSO
2362;ULTRA-SOM MEMBROS SUPS C/DOPPLER COLOR VEIA E ART
2362;ULTRA-SOM MEMBROS SUPS C/TRIPLEX SCAN VEIA E ART
2362;ULTRA-SOM MEMBROS SUPS DUPLEX SCAN COLOR VEIA/ART
2362;Doppler arterial e venoso de membros superiores
2364;ULTRA-SOM DE CLAVICULA
2364;ULTRA-SOM FOSSA SUPRA-CLAVICULAR
2364;ULTRA-SOM MANGUITO ROTADOR
2364;ULTRA-SOM OMBRO
2364;ULTRA-SOM TENDAO SUPRA-ESPINHAL
2364;Articulação escapuloumeral, ultra-sonografia
2364;Articulação glenoumeral, ultra-sonografia
2364;Região supraclavicular, coracoacromial e coracoclavicular, ultra-sonografia
2364;ULTRASSOM ESCAPULAR
2364;ULTRASSOM DE ESCAPULA
2364;ULTRA-SOM DE TRAPÉZIO
2364;ULTRASSONOGRAFIA DE TRAPÉZIO
2365;ULTRA-SOM FOSSAS SUPRA-CLAVICULARES
2365;ULTRA-SOM MANGUITO ROTADOR BILATERAL
2365;ULTRA-SOM OMBROS
2365;ULTRA-SOM SUPRA-ESPINHAIS
2365;Articulação escapuloumeral (dois ombros), ultra-sonografia
2365;Articulação glenoumeral (dois ombros), ultra-sonografia
2365;Região supraclavicular, coracoacromial e coracoclavicular (dois ombros)
2365;ULTRA-SOM DE TRAPÉZIOS
2365;ULTRASSONOGRAFIA DE TRAPÉZIOS
2370;ULTRA-SOM P/MONIT DE OVULACAO
2370;ULTRA-SOM PELVICO P/MONIT DE OVULACAO
2370;ULTRA-SOM TRANSVAGINAL P/MONIT DE OVULACAO
2370;ultra-som transvaginal seriado para controle de ovulação
2370;ultra-sonografia endovaginal seriada para controle de ovulação
2372;ULTRA-SOM DE PARTES MOLES
2372;ULTRA-SOM FACE
2372;ULTRA-SOM MUSCULOS INTERCOSTAIS
2372;ULTRA-SOM REGIAO DORSAL OU LOMBAR OU OCCIPTAL
2372;Ultra-som de parede costal
2373;ULTRA-SOM ANTE PE
2373;ULTRA-SOM HALUX
2373;ULTRA-SOM PE
2373;ULTRA-SOM PODODACTILOS (UNILATERAL)
2373;ULTRA-SOM RETROPE
2373;Ultra-som dos dedos do pé
2374;DUPLEX SCAN PELVE FEM POR VIA TRANSABDOMINAL
2374;ULTRA-SOM ABDOMEN INF.OU ABDOMEN BAIXO C/DOPPLER
2374;ULTRA-SOM GENITAIS INTERNOS E ANEXOS C/DOPPLER
2374;ULTRA-SOM GINECOLOGICO C/DOPPLER
2374;ULTRA-SOM PELVE FEM C/ DUPLEX SCAN COLORIDO
2374;ULTRA-SOM PELVE FEMININA C/ TRIPLEX SCAN
2374;ULTRA-SOM PELVE FEMININA C/DOPPLER COLORIDO
2374;ULTRA-SOM UTERO E OVARIOS C/ DOPPLER
2374;Ultra-som Pélvico, com doppler
2375;ULTRA-SOM ABDOMEN INFERIOR OU ABDOMEN BAIXO
2375;ULTRA-SOM DO ABDOMEN INFERIOR FEMININO
2375;ULTRA-SOM GENITAIS INTERNOS E ANEXOS
2375;ULTRA-SOM GINECOLOGICO
2375;ULTRA-SOM PELVE FEMININA
2375;ULTRA-SOM PELVICO TRANSABDOMINAL
2375;Ultra-som pélvico feminino com medida de resíduo pós-miccional
2375;Ultra-som de fossa ilíaca feminina
2378;ULTRA-SOM PELVE FEMIN TRANSVESICAL E ENDOVAGINAL
2378;ULTRA-SOM PELVE FEMIN TRANSVESICAL E TRANSVAGINAL
2378;ULTRA-SOM PELVE FEMININA E ENDOVAGINAL
2378;ULTRA-SOM PELVICO E VAGINAL
2378;Ultra-som pélvico e transvaginal
2378;Ultra-som pélvico + transvaginal
2379;DOPPLER ARTERIAL E VENOSO DE PENIS
2379;DOPPLER FLUXOMETRIA PENIANA
2379;DOPPLER PENIANO ARTERIAL E VENOSO
2379;DOPPLER VASCULAR C/TESTE DE ERECAO FLUXOGRAMA
2379;DUPLEX SCAN DO PENIS
2379;ULTRA-SOM DOPPLER ARTERIAL PENIANO
2379;ULTRA-SOM PARA AVALIAR IMPOTENCIA
2379;ULTRA-SOM PARA AVALIAR POTENCIA SEXUAL
2379;ULTRA-SOM PENIS COM DOPPLER COLORIDO
2379;ULTRA-SOM PENIANO COM PROSTAGLANDINA
2379;DOPPLER DE CORPOS CAVERNOSOS
2380;ULTRA-SOM DE MUSCULOS GEMEOS
2380;ULTRA-SOM DOS GASTROCNEMIOS
2380;ULTRA-SOM DOS GEMEOS (MUSCULOS)
2380;ULTRA-SOM PANTURRILHA
2380;ULTRA-SOM PERNA
2381;ULTRA-SOM DOS GASTROCNEMIOS BILATERAIS
2381;ULTRA-SOM PANTURRILHAS
2381;ULTRA-SOM PERNAS
2382;ULTRA-SOM ANTE PES
2382;ULTRA-SOM PES
2382;ULTRA-SOM RETROPE (BILATERAL)
2382;ULTRA-SOM HALUX (BILATERAL)
2382;ULTRA-SOM PODODÁCTILOS (BILATERAL)
2382;Ultra-som dos dedos dos pés
2383;ULTRA-SOM CERVICAL
2383;ULTRA-SOM GANGLIOS LINFATICOS DO PESCOCO
2383;ULTRA-SOM LINFONODOS DO PESCOCO/ADENOPATIA
2383;ULTRA-SOM PARATIROIDE
2383;ULTRA-SOM PESCOCO
2383;ULTRA-SOM REGIAO CERVICAL ANTERIOR
2383;ULTRASSOM DE TIREOIDE
2383;ULTRASSOM DE TIROIDE
2384;DUPLEX SCAN DE PESCOCO
2384;ULTRA-SOM CERVICAL C/DOPPLER
2384;ULTRA-SOM GANGLIOS LINFATICOS C/DOPPLER
2384;ULTRA-SOM GLANDULAS SALIVARES C/DOPPLER
2384;ULTRA-SOM PARATIROIDE C/DOPPLER
2384;ULTRA-SOM PESCOCO C/ DUPLEX SCAN COLORIDO
2384;ULTRA-SOM PESCOCO C/ TRIPLEX CAN
2384;ULTRA-SOM PESCOCO C/DOPPLER COLORIDO
2384;ULTRA-SOM REGIAO CERVICAL ANTERIOR C/DOPPLER
2384;ULTRA-SOM TIROIDE C/DOPPLER
2385;ULTRA-SOM DE CORPOS CAVERNOSOS
2385;ULTRA-SOM PENIS
2385;ULTRA-SOM PENIANO
2388;ULTRA-SOM DE PROSTATA
2388;ULTRA-SOM DO ABDOMEN INFERIOR MASCULINO
2388;ULTRA-SOM PELVE MASCULINA
2388;ULTRA-SOM PROST VIA ABD MED RES URINA(PRE-POS MIC)
2388;ULTRA-SOM PROSTATA POR VIA ABDOMINAL
2388;ULTRA-SOM PROSTATA SUPRA PUBICA
2388;ULTRA-SOM VESICAL MASCULINO
2388;ULTRA-SOM VESICO-PROSTATICO
2388;Ultra-som de próstata com medida de resíduo pós-miccional
2388;ULTRASSOM DA PROSTATA TRANSABDOMINAL
2389;ULTRA-SOM DO CARPO
2389;ULTRA-SOM NERVO MEDIANO
2389;ULTRA-SOM PUNHO
2389;ULTRA-SOM TENDOES FLEXORES E EXTENSORES DO CARPO
2389;ULTRA-SOM TUNEL DO CARPO
2390;ULTRA-SOM DO CARPO BILATERAL
2390;ULTRA-SOM DO NERVO MEDIANO BILATERAL
2390;ULTRA-SOM DO TUNEL DO CARPO BILATERAL
2390;ULTRA-SOM PUNHOS
2390;ULTRA-SOM TENDOES FLEX E EXT DO CARPO BILATERAL
2391;PROVA MOTORA VESICULA BILIAR
2391;ULTRA-SOM PROVA BOYDEN
2392;ULTRA-SOM ARTICULACAO COXO-FEMORAL
2392;ULTRA-SOM AVALIACAO DE LEGG PERTHES
2392;ULTRA-SOM AVALIACAO DISPLASIA COXO-FEMORAL
2392;ULTRA-SOM AVALIACAO DISPLASIA DO QUADRIL
2392;ULTRA-SOM BACIA
2392;ULTRA-SOM COXO-FEMORAL
2392;ULTRA-SOM QUADRIL
2393;ULTRA-SOM ARTICULACOES COXO-FEMURAIS
2393;ULTRA-SOM AVALIACAO DE DISPLASIA DOS QUADRIS
2393;ULTRA-SOM AVALIACAO DE LEGG PERTHES BILATERAL
2393;ULTRA-SOM AVALIACAO DE LUXACAO CONGENITA DO QUADRIL
2393;ULTRA-SOM AVALIACAO DISPLASIA DOS QUADRIS
2393;ULTRA-SOM AVALIAR DISPLASIA COXOFEMORAL BILATERAL
2393;ULTRA-SOM BACIA BILATERAL
2393;ULTRA-SOM QUADRIS
2393;Ultrassonografia do Quadril Bilateral
2393;Ultrassonografia do Quadril (Bilateral)
2393;Ultra-som do Quadril (Bilateral)
2395;ULTRA-SOM PROSTATICO ENDORRETAL
2395;ULTRA-SOM TRANS-RETAL
2395;ULTRA-SOM TRANSRETAL P/AVALIAR RESIDUO VESICAL
2395;ULTRA-SOM DE PROSTATA TRANSRETAL
2396;ULTRA-SOM PARA ESTADIAMENTO TUMOR RETO C/DOPPLER
2396;ULTRA-SOM PROSTATICO ENDO-RETAL C/DOPPLER
2396;ULTRA-SOM TRANS-RETAL C/ DUPLEX SCAN COLORIDO
2396;ULTRA-SOM TRANS-RETAL C/ TRIPLEX SCAN
2396;ULTRA-SOM TRANS-RETAL C/DOPPLER COLORIDO
2401;ULTRA-SOM AVALIAR DERRAME PLEURAL
2401;ULTRA-SOM CAMPOS PLEURO-PULMONARES
2401;ULTRA-SOM DE PULMAO
2401;ULTRA-SOM PAREDE TORACICA
2401;ULTRA-SOM PLEURA
2401;ULTRA-SOM TORAX
2401;Doppler Colorido do Torax
2401;ULTRA-SOM HEMITORAX
2401;ULTRA-SOM COSTELAS
2402;ULTRA-SOM AQUILEU
2402;ULTRA-SOM TENDAO DE AQUILES
2402;ULTRA-SOM TENDAO TIBIAL ANT/POST/FIBULAR
2402;ULTRA-SOM TORNOZELO
2402;ULTRA-SOM DE CALCÂNEO
2402;Ultra-som de calcanhar
2403;ULTRA-SOM TENDAO AQUILES BILATERAL
2403;ULTRA-SOM TENDAO TIBIAL ANT/POST/FIBULAR BILATERAL
2403;ULTRA-SOM TORNOZELOS
2403;ULTRA-SOM DE CALCÂNEOS
2403;Ultra-som dos calcanhares
2406;ULTRA-SOM DAS VIAS URINARIAS FEMININO
2406;ULTRA-SOM DE VIAS EXCRETORAS FEMININO
2406;ULTRA-SOM DO APARELHO URINARIO FEMININO
2406;ULTRA-SOM DO TRATO URINARIO FEMININO
2406;ULTRA-SOM DOS RINS E BEXIGA FEMININO
2406;Ultra-som renal feminino
2406;Ultra-som dos rins, feminino
2406;Ultra-som de trato urinário feminino com medida de resíduo pós-miccional
2407;ULTRA-SOM DAS SUPRA-RENAIS FEM.C/DOPPLER COLORIDO
2407;ULTRA-SOM DO AP.URINARIO FEM.C/DOPPLER COLORIDO
2407;ULTRA-SOM DO TRATO URINARIO FEM.C/DOPPLER COLORIDO
2407;ULTRA-SOM DOS RINS FEMININO COM DOPPLER COLORIDO
2407;ULTRA-SOM TRANSPLANTE RENAL FEM.C/DOPPLER COLORIDO
2407;ULTRA-SOM TRATO URINARIO FEM C/ TRIPLEX SCAN
2407;ULTRA-SOM TRATO URINARIO FEM C/DOPPLER COLORIDO
2407;ULTRA-SOM TRATO URINARIO FEM DUPLEX SCAN COLOR
2407;ULTRA-SOM VIAS URINARIAS FEM RINS E ARTERIA RENAL
2407;Doppler do trato urinário E das artérias renais feminino
2407;ULTRASSOM DE ARTERIAS RENAIS FEMININO
2407;ULTRASSOM DE ARTERIAS RENAIS COM DOPPLER FEMININO
2407;DOPPLER DE ARTERIAS RENAIS FEMININO
2408;ULTRA-SOM DAS VIAS URINARIAS MASCULINO
2408;ULTRA-SOM DO APARELHO URINARIO MASCULINO
2408;ULTRA-SOM DO TRATO URINARIO MASCULINO
2408;ULTRA-SOM DOS RINS MASCULINO
2408;Ultra-som de trato urinário masculino com medida de resíduo pós-miccional
2408;Ultra-som renal masculino
2408;Ultra-sonografia do aparelho genitourinário masculino
2408;ULTRASSOM RINS, BEXIGA E PROSTATA
2409;ULTRA-SOM DAS SUPRA-RENAIS MASC.C/DOPPLER COLORIDO
2409;ULTRA-SOM DO AP.URINARIO MASC.C/DOPPLER COLORIDO
2409;ULTRA-SOM DO TRATO URINARIO MASC.C/DOPPLER COLORIDO
2409;ULTRA-SOM DOS RINS MASC.C/DOPPLER COLORIDO
2409;ULTRA-SOM TRANSPLANTE MASC.C/DOPPLER COLORIDO
2409;ULTRA-SOM TRATO URINARIO MASC C/DOPPLER COLORIDO
2409;ULTRA-SOM TRATO URINARIO MASC DUPLEX SCAN COLOR
2409;ULTRA-SOM TRATO URINARIO MASC. C/ TRIPLEX SCAN
2409;ULTRA-SOM VIAS URINARIAS MASC RINSE ART RENAL
2409;Doppler do trato urinário E das artérias renais masculino
2409;Ultra-sonografia com Doppler do aparelho genitourinário masculino
2409;ULTRASSOM DE ARTERIAS RENAIS MASCULINO
2409;ULTRASSOM DE ARTERIAS RENAIS COM DOPPLER MASCULINO
2409;DOPPLER DE ARTERIAS RENAIS MASCULINO
2411;ULTRA-SOM ENDOVAGINAL
2411;ULTRA-SOM INTRAVAGINAL
2411;ULTRA-SOM POR VIA VAGINAL
2411;ULTRA-SOM TRANSVAGINAL
2411;ULTRA-SOM VAGINAL
2411;VAGINOSSONOGRAFIA
2411;ULTRA-SOM PÉLVICO ENDOVAGINAL
2411;Ultra-som pélvico / transvaginal
2411;Ultra-som pélvico-transvaginal
2411;Ultra-som pélvico: transvaginal
2411;USTV
2412;DOPPLERFLUXOMETRIA OVARIOS
2412;DOPPLERFLUXOMETRIA UTERINA
2412;DUPLEX SCAN DE OVARIOS
2412;DUPLEX SCAN ENDOVAGINAL
2412;FLUXOMETRIA C/DOPPLER UTERINO
2412;ULTRA-SOM ARTERIAS UTERINAS
2412;ULTRA-SOM ENDOVAGINAL C/ DUPLEX SCAN COLORIDO
2412;ULTRA-SOM ENDOVAGINAL C/ TRIPLEX SCAN
2412;ULTRA-SOM ENDOVAGINAL C/DOPPLER COLORIDO
2412;ULTRA-SOM INTRAVAGINAL C/DOPPLER
2412;Ultra-som Pélvico, com doppler, via endovaginal
2412;ULTRA-SOM TRANSVAGINAL C/DOPPLER
2412;ULTRA-SOM VAGINAL C/DOPPLER
2414;DUPLEX SCAN VENOSO VEIA CAVA E ILIACAS
2414;ULTRA-SOM DE VEIAS CAVA E ILIACAS
2414;DOPPLER COLORIDO VEIA CAVA INFERIOR
2414;DUPLEX SCAN DE VEIA CAVA, ILIACAS E FEMORAIS
2414;ULTRASSONOGRAFIA DE VEIA CAVA, ILIACAS E FEMORAIS
2414;DOPPLER COLORIDO DE ILIACAS E FEMORAIS
2414;DOPPLER COLORIDO VEIA CAVA INFERIOR E FEMORAIS
2414;ULTRA-SOM DE VEIAS CAVA,  ILIACAS E FEMORAIS
2417;Vanádio, pesquisa e dosagem no sangue
2418;Vanádio, pesquisa e dosagem na urina
2419;CATAPORA
2419;HERPES ZOSTER
2419;VARICELA ZOSTER
2419;VARICELA ZOSTER, SOROLOGIA
2419;VARICELA, ANTICORPO ANTI
2419;ZOSTER, VARICELA, SOROLOGIA
2419;Varicella-zoster Vírus, Anticorpos IgG e IgM
2419;HZV (Herpes zoster vírus), sorologia
2419;SOROLOGIA PARA CATAPORA
2419;SOROLOGIA PARA HERPES ZOSTER
2419;SOROLOGIA PARA VARICELA ZOSTER
2423;ERITROSSEDIMENTACAO
2423;HEMACIAS, VHS
2423;Hemossedimentação
2423;PRECIPITACAO DO SANGUE, MEDIDA DE
2423;VELOCIDADE DE SEDIMENTACAO DAS HEMACIAS
2423;VELOCIDADE DE SEDIMENTACAO DOS ERITROCITOS
2423;VHS 1A HORA
2423;VSG - Velocidade de Sedimentação Globular
2423;VSH
2425;ERITROSSEDIMENTACAO - HOSPITAL
2425;HEMOSSEDIMENTACAO - HOSPITAL
2425;Hemossedimentação, Velocidade de, para Hospitais
2427;COLERA PANCREATICA, VIP
2427;DIARREIA AQUOSA, SEINDROME, VIP
2427;INTESTINO, PEPTIDEO VASOATIVO
2427;Peptídeo Vasoativo Intestinal
2427;POLIPEPTIDEO VASO ATIVO INTESTINAL
2427;VIP, POR RIE
2427;VIPOMAS, TUMORES PRODUTORES DE VIP
2427;Peptídeo Vasoativo Tipo B
2431;RETINOL, VITAMINA A
2431;Vitamina A
2432;ALFA TOCOFEROL
2432;NEUROPATIAS, VITAMINA E
2432;TOCOFEROL
2432;Vitamina E
2433;COAGULACAO, DISTURBIOS, VITAMINA K
2433;HEPATOPATIAS, VITAMINA K
2433;Vitamina K
2433;VITAMINA K1
2434;ALCOOLISMO, VITAMINA B1
2434;B1, VITAMINA, SANGUE TOTAL
2434;BERIBERI, VITAMINA B1
2434;TIAMINA
2434;TIAMINA BIFOSFATO
2435;9154 2-S OR 0,5-PS
2435;ANEMIA MEGALOBASTICA, VITAMINA B12
2435;B12
2435;CIANOCOBALAMINA
2435;COBALAMINA
2435;CONCENTRACAO DE VITAMINA B12
2435;VITAMIN B-12 ASSAY, SERUM
2435;Vitamina B12
2437;ALCOOLISMO, VITAMINA B2
2437;KWASHIORKOK, VITAMINA B2
2437;PELAGRA, VITAMINA B2
2437;RIBOFLAVINA
2437;Vitamina B2
2438;PELAGRA, VITAMINA B6
2438;PIRIDOXAL, VITAMINA B6
2438;PIRIDOXINA
2438;PIRIDOXINA, VITAMINA B6
2438;Vitamina B6
2439;VLDL COLESTEROL
2439;Colesterol, VLDL
2440;Ácido Vanil Mandélico
2440;AVM
2440;FEOCROMOCITOMA, ACIDO VANIL MANDELICO
2440;NEUROBLASTOMA, ACIDO VANIL MANDELICO
2440;VANIL MANDELICO, ACIDO
2440;VMA, ACIDO VANIL MANDELICO
2441;ACIDO VANIL MANDELICO (AMOSTRA ISOLADA)
2441;FEOCROMOCITOMA, VMA
2441;GANGLIONEUROMA, VMA
2441;NEUROBLASTOMA, VMA
2441;VANIL MANDELICO EM AMOSTRA ISOLADA, ACIDO
2441;VMA, ACIDO VANIL MANDELICO EM AMOSTRA ISOLADA
2441;Ácido Vanil Mandélico em amostra isolada
2443;COLLINS, TESTE DE
2443;COLPOSCOPIA P/LESAO VULVAR, VULVOSCOPIA
2444;DIAGNOSTICO DE DOENCA DE VON WILLEBRAND
2444;DOSAGEM DO FATOR DE VON WILLEBRAD
2444;FATOR DE VON WILLEBRAND ANTIGENO DO
2444;FATOR VIII DE VON WILLEBRAND ANTIGENO DO
2444;FATOR VIIIR:AG
2444;FATOR VON WILLEBRAND, ANTIGENO
2444;FVIII DE VON WILLEBRAND ANTIGENO DO
2444;QUANTIFICACAO DO ANTIGENO FATOR DE VON WILLEBRAND
2444;TESTE PARA DOENCA DE VON WILLEBRAND
2444;TESTE PARA VWD
2444;VIII R ANTIGEN
2444;VON WILLEBRAND, ANTIGENO DE
2444;VWF AG
2444;WILLEBRAND, ANTIGENO DE, VON
2444;Fator de von Willebrand, quantificação
2444;Fator de von Willebrand, dosagem
2444;VWF:AG
2445;ANALISE DOS MULTIMEROS DO FATOR DE VON WILLEBRAND
2445;FATOR DE VON WILLEBRAND, MULTIMEROS DO
2445;FVW, MULTIMEROS DO
2445;TESTE DOS MULTIMEROS DO FATOR DE VON WILLEBRAND
2445;VON WILLEBRAND, MULTIMEROS DE
2445;WILLEBRAND, TESTE DOS MULTIMEROS DO FATOR DE VON
2445;Fator de von Willebrand, Multímeros
2446;ACANTHAMOEBA, CULTURA PARA
2446;CULTURA DE AMEBAS DE VIDA-LIVRE
2446;Cultura, para Acanthamoeba
2446;PESQUISA DE ACANTHAMOEBA
2447;ADENOIDES E AMIGDALAS, CULTURA
2447;AMIGDALAS E ADENOIDES, BACTERIOLOGICO
2447;BACTERIOLOGICO DE AMIGDALAS E ADENOIDES
2447;CULTURA AMIGDALAS E ADENOIDES, AMBAS
2447;Cultura para aeróbios em Amigdalas e Adenóides
2447;Cultura de amigdalas
2451;ANAEROBIOS, CULTURA PARA
2451;CULTURA ANAEROBIOS
2451;Cultura para Anaeróbios
2452;Marevan®, pesquisa e dosagem no sangue
2452;Warfarina®, pesquisa e dosagem no sangue
2452;Coumadin®, pesquisa e dosagem no sangue
2452;Varfarina, pesquisa e dosagem no sangue
2455;BACILO ALCOOL ACIDO RESISTENTE, CULT VAR MAT AUTOM
2455;BK CULTURA, BACILO DE KOCH, VARIOS MATERIAIS AUTOM
2455;CULTURA BK VARIOS MATERIAIS AUTOM
2455;CULTURA DE BK AUTOM (VARIOS MATERIAIS)
2455;KOCH, BACILO, CULTURA AUTOM
2455;MICOBACTERIA, CULTURA DE BK EM VARIOS MATERIAIS AUTOM
2455;TUBERCULOSE, CULTURA DE BK EM VARIOS MATERIAIS AUTOM
2455;Cultura para Micobactérias, automatizada
2455;TBC, CULTURA DE, VARIOS MATERIAIS
2459;BACILO ALCOOL ACIDO RESISTENTE LAV GASTR, CULT AUT
2459;CULTURA DE BK NO LAVADO GASTRICO AUTOM
2459;GASTRICO, LAVADO, CULTURA DE BK AUTOM
2459;KOCH, BACILOS DE, CULTURA NO LAVADO GASTRICO AUTOM
2459;MICOBACTERIA, CULTURA DE BK NO LAVADO GASTRICO AUTOM
2459;TUBERCULOSE, CULTURA DE BK NO LAVADO GASTRICO AUTOM
2459;Cultura, para Micobactérias, automatizada no lavado gástrico
2459;TBC, CULTURA DE, EM LAVADO GASTRICO
2465;CAMPYLOBACTER JEJUNI
2465;CAMPYLOBACTER, CULTURA/ISOLAMENTO
2465;CULTURA CAMPYLOBACTER
2465;CULTURA DE CAMPYLOBACTER
2465;ENTEROCOLITE AGUDA, CULTURA P/CAMPYLOBACTER
2465;Cultura, para Campylobacter jejuni nas fezes
2466;COLERA, CULTURA
2466;CULTURA PARA VIBRIO CHOLERAE
2466;CULTURA VIBRIO CHOLERAE
2466;VIBRIO CHOLERAE, CULTURA
2466;Cultura, para Vibrio cholerae nas fezes
2467;BACTERIOLOGICO DE SECRECAO CONJUNTIVAL
2467;CONJUNTIVAL, SECRECAO, CULTURA
2467;CULTURA SECRECAO CONJUNTIVAL
2467;SECRECAO CONJUNTIVAL, BACTERIOLOGICO
2467;Cultura de secreção conjuntival
2467;Cultura de secreção ocular
2467;Cultura para aeróbios em secreção conjuntival
2468;BORDETELLA PERTUSSIS, CULTURA
2468;COQUELUCHE, CULTURA PARA
2468;COQUELUCHE, CULTURA PARA B.PERTUSSIS
2468;CULTURA BORDETELLA PERTUSSIS
2468;CULTURA PARA COQUELUCHE
2468;Cultura, para Bordetella pertussis
2470;RICKETSIA, SOROLOGIA PARA
2470;RIQUETSIOSES
2470;WEIL FELIX
2470;WEIL FELIX, REACAO
2470;WEIL-FELIX
2470;Rickettsia, Anticorpos totais
2470;Febre Maculosa, Anticorpos Totais, Soro
2471;CULTURA ESCARRO
2471;ESCARRO, BACTERIOLOGICO/CULTURA
2471;Cultura de escarro
2471;Cultura para aeróbios em escarro
2473;ESPERMA, BACTERIOLOGICO/CULTURA
2473;ESPERMOCULTURA
2473;SEMINAL, LIQUIDO, BACTERIOLOGICO/CULTURA
2473;Cultura de esperma
2473;Cultura para aeróbios em esperma
2474;HIV1 TESTE CONFIRMATÓRIO, WESTERN BLOT
2474;WESTERN BLOT PARA HIV-1
2474;HIV-1, Anticorpos, teste confirmatório
2475;COPROCULTURA
2475;CULTURA FEZES
2475;FEZES, BACTERIOLOGICO
2475;Cultura de fezes
2475;Cultura para aeróbios nas fezes
2475;Salmonela
2475;Pesquisa de Salmonela
2475;Salmonella
2475;Pesquisa de Salmonella
2475;Shigella
2475;Shigela
2476;CANDIDA, CULTURA
2476;CULTURA PARA FUNGOS
2476;FUNGOS, CULTURA
2476;LEVEDURAS, CULTURA
2476;MICOLOGICO COMPLETO
2476;Micológico indireto
2476;Dermatófitos, cultura para
2478;ABSCESSO, CULTURA
2478;AEROBIOS, CULTURA EM VARIOS MATERIAIS
2478;ASCITICO, CULTURA
2478;BACTERIOLOGICO VARIOS MATERIAIS
2478;BIOPSIAS, CULTURA
2478;CATETER, CULTURA
2478;CULTURA (VARIOS MATERIAIS)
2478;CULTURA DE LIQUIDOS CAVITARIOS
2478;CULTURA PARA AEROBIOS - VARIOS MATERIAIS
2478;CULTURA VARIOS MATERIAIS
2478;LIQUIDO SINOVIAL, CULTURA
2478;MEDULA OSSEA, CULTURA
2478;PLEURAL, CULTURA
2478;SECRECAO DE FERIDA CIRURGICA, CULTURA
2478;Cultura Geral em vários materiais
2478;Cultura de Raspado Corneano
2481;CULTURA DE SANGUE ENVIADA A
2481;SANGUE, CULTURA ENVIADA A
2481;Hemocultura, material enviado no Kit A
2485;BACILO ALCOOL ACIDO RESISTENTE, HEMOCULTURA AUTOM
2485;KOCH, BACILO DE
2485;MICOBACTERIAS, HEMOCULTURA AUTOMATIZADA
2485;SANGUE, CULTURA PARA BK AUTOMATIZADA
2485;TUBERCULOSE, HEMOCULTURA P/MICOBACTERIAS AUTOM
2485;Hemocultura automatizada para Micobactérias
2486;SANGUE, CULTURA
2486;Hemocultura Automatizada
2486;Hemocultura para aeróbios
2486;Hemocultura para anaeróbios
2486;Hemocultura para Brucellose
2492;FEBRE TIFOIDE  SOROLOGIA PARA
2492;FEBRE TIFOIDE E PARATIFOIDE
2492;SALMONELA  ANTICORPOS ANTI
2492;SALMONELA  SOROLOGIA PARA
2492;SALMONELLA PARATIPHYI  WIDAL
2492;TIFOIDE  FEBRE  WIDAL
2492;Salmonella tiphi e praratyphi, Anticorpos totais no soro
2493;FTA ABS, HEMAGLUTINACAO, ELISA
2493;LUES, SOROLOGIA
2493;SÍFILIS, SOROLOGIA
2493;TREPONEMA PALIDUM, WASSERMANN
2493;TREPONEMA, ANTICORPOS ANTI
2493;WASSERMANN
2493;Treponema pallidum, Anticorpos totais
2493;RSS
2493;Sífilis, reações sorológicas para
2493;RSL - Reações Sorológicas para Lues
2495;IMUNOLOGIA PARA NEUROSIFILIS
2495;LUES, PESQUISA DE ANTICORPOS NO LIQUOR
2495;NEUROSIFILIS, IMUNOLOGIA PARA
2495;SIFILIS, PESQUISA DE ANTICORPOS NO LIQUOR
2495;WASSERMANN, NO LIQUOR
2495;Treponema pallidum, Anticorpos no líquor
2495;Imunologia para sífilis no Liquor
2495;Imunologia para Lues no Liquor
2495;VDRL no Liquor
2495;Pesquisa de sífilis no Liquor
2495;Liquor com pesquisa de sífilis
2496;CEFALO RAQUIDIANO, BACTERIOLOGICO
2496;LIQUOR, CULTURA DE
2496;Cultura no líquor
2496;Cultura para aeróbios no líquor
