ID;Sigla;Nome;Palavra-chave;Método;Complemento;Região do corpo;Incidência;Material
4398;MUTJAK2;Mutação V617F no gene JAK2, Detecção quantitativa por qPCR, Vários Materiais;Mutação V617F no gene JAK2;;Detecção quantitativa por qPCR;;;
4399;COXSACKIEA;Coxsackie A, Anticorpos totais, Vários Materiais;Coxsackie A;;Anticorpos totais;;;
4401;ADIPONECT;Adiponectina, dosagem, soro;Adiponectina;;dosagem;;;soro
4402;COENZIQ10;Coenzima Q10, dosagem, soro;Coenzima Q10;;dosagem;;;soro
4413;WBMITOC;Mitocôndria, pesquisa de anticorpos por Western Blot, soro;Mitocôndria;;pesquisa de anticorpos por Western Blot;;;soro
4416;CONSRETEL;Consulta Check-up, retorno, por telefone;Consulta Check-up;;retorno, por telefone;;;
4418;COBREISO;Cobre, amostra isolada, urina;Cobre;;amostra isolada;;;urina
4421;MUCOPOLI;Mucopolissacárides, screening, urina;Mucopolissacárides;;screening;;;urina
4425;UREIAISO;Uréia, amostra isolada, urina;Ureia;;amostra isolada;;;urina
4431;BOCLCR;Bandas oligoclonais, pesquisa, líquor;Bandas oligoclonais;;pesquisa;;;líquor
4433;QUELAL;Alumínio, dosagem pré e pós administração de quelante, plasma;Alumínio;;dosagem pré e pós administração de quelante;;;plasma
4434;QUELALPRE;Alumínio, dosagem pré administração de quelante, plasma;Alumínio;;dosagem pré administração de quelante;;;plasma
4435;QUELALPOS;Alumínio, dosagem pós administração de quelante, plasma;Alumínio;;dosagem pós administração de quelante;;;plasma
4440;CINTSENT;Linfocintilografia, para pesquisa de linfonodo sentinela;;Linfocintilografia;para pesquisa de linfonodo sentinela;;;
4441;CINTROLL;Cintilografia mamária, para localização de lesão oculta;;Cintilografia mamária;para localização de lesão oculta;;;
4442;AMILURISO;Amilase, amostra isolada, urina;Amilase;;amostra isolada;;;urina
4443;PHMETRO;pH, medido em pHmetro, Vários Materiais;pH;;medido em pHmetro;;;
4444;CINTSNOLL;Linfocintilografia mamária, p/linfonodo sentinela e localização lesão oculta;;Linfocintilografia mamária;p/linfonodo sentinela e localização lesão oculta;;;
4445;COLANGIOPAN;Colangiopancreatografia endoscópica, retrógrada;;Colangiopancreatografia endoscópica;retrógrada;;;
4447;AAGP1;Beta-2-Glicoproteína 1, Autoanticorpos, soro;Beta-2-Glicoproteína 1;;Autoanticorpos;;;soro
4453;ESCLEVAR;Esclerose, varizes;Esclerose;;varizes;;;
4454;LIGADVAR;Ligadura elástica, varizes;Ligadura elástica;;varizes;;;
4455;OBLITHYST;Obliteração, varizes;Obliteração;;varizes;;;
4456;DILATESTEN;Dilatação de estenose;Dilatação de estenose;;;;;
4458;RESSECCAO;Ressecção endoscópica, de lesões neoplásicas;Ressecção endoscópica;;de lesões neoplásicas;;;
4460;TSHURG;Hormônio Tireoestimulante, urgente, soro;Hormônio Tireoestimulante;;urgente;;;soro
4461;BILILCR;Bilirrubinas, total e frações, líquor;Bilirrubinas;;total e frações;;;líquor
4462;TRICLACET;Ácido tricloroacético, dosagem, urina;Ácido tricloroacético;;dosagem;;;urina
4465;FOSFOL;Fosfolípides, dosagem composta, soro;Fosfolípides;;dosagem composta;;;soro
4466;IGGSUBTOT;Imunoglobulinas, subclasses, totais, soro;Imunoglobulinas;;subclasses, totais;;;soro
4467;DENGUETOT;Dengue, Anticorpos IgG e IgM, soro;Dengue;;Anticorpos IgG e IgM;;;soro
4468;PORFQUANT;Porfirinas, quantitativas, urina;Porfirinas;;quantitativas;;;urina
4470;WLCRCOMP;Cultura de líquor, completo, liquor;Cultura de líquor;;completo;;;liquor
4471;WGONO;Neisseria gonorrhoeae, Cultura de, Vários Materiais;Neisseria gonorrhoeae;;Cultura de;;;
4472;LIPIDOGCOMP;Lipidograma, completo, soro;Lipidograma;;completo;;;soro
4475;FISHM3;PML-RARA, Hibridação in situ, Vários Materiais;PML-RARA;;Hibridação in situ;;;
4476;FISHPH;BCR-ABL, Hibridação in situ, Vários Materiais;BCR-ABL;;Hibridação in situ;;;
4479;BILILIQ;Bilirrubinas, total, Vários Materiais;Bilirrubinas;;total;;;
4480;DHLLIQ;Desidrogenase Láctica, Vários Materiais;Desidrogenase Láctica;;;;;
4481;UREIALIQ;Ureia, Vários Materiais;Ureia;;;;;
4482;CREATLIQ;Creatinina, Vários Materiais;Creatinina;;;;;
4484;KLIQ;Potássio, Vários Materiais;Potássio;;;;;
4485;NALIQ;Sódio, Vários Materiais;Sódio;;;;;
4487;COLESTLIQ;Colesterol, Vários Materiais;Colesterol;;;;;
4488;HDLCOLLIQ;HDL Colesterol, Vários Materiais;HDL Colesterol;;;;;
4490;VLDLCOLLIQ;VLDL Colesterol, Vários Materiais;VLDL Colesterol;;;;;
4491;LIPASELIQ;Lipase, em líquidos biológicos, Vários Materiais;Lipase;;em líquidos biológicos;;;
4492;CLLIQ;Cloro, Vários Materiais;Cloro;;;;;
4493;GOTLIQ;Transaminase Glutâmico Oxalacética, Vários Materiais;Transaminase Glutâmico Oxalacética;;;;;
4494;GPTLIQ;Transaminase Glutâmico Pirúvica, Vários Materiais;Transaminase Glutâmico Pirúvica;;;;;
4495;CALIQ;Cálcio, Vários Materiais;Cálcio;;;;;
4496;TRIGLIQ;Triglicérides, Vários Materiais;Triglicérides;;;;;
4497;ALBLIQ;Albumina, Vários Materiais;Albumina;;;;;
4498;PTFLIQ;Proteína, total e frações, Vários Materiais;Proteína;;total e frações;;;
4499;ACURLIQ;Ácido Úrico, Vários Materiais;Ácido Úrico;;;;;
4501;T4LURG;T4 livre, especial, soro;T4 livre;;especial;;;soro
4506;COAGSIMPL;Coagulação, simples, sangue total;Coagulação;;simples;;;sangue total
4507;GRAMGONO;Neisseria gonorrhoeae, Gram, Vários Materiais;Neisseria gonorrhoeae;;Gram;;;
4508;ACURURG;Ácido Úrico, plasma;Ácido Úrico;;;;;plasma
4509;LDLCOLDOSLIQ;Colesterol, LDL, dosagem, Vários Materiais;Colesterol, LDL;;dosagem;;;
4512;17ALFAHPPV;17 Alfa-hidroxi-progesterona, dosagem em tempos, soro;17 Alfa-hidroxi-progesterona;;dosagem em tempos;;;soro
4515;ACLATSGURG;Ácido Láctico, sangue total;Ácido Láctico;;;;;sangue total
4516;GLICSGURG;Glicose, urgente, sangue total;Glicose;;urgente;;;sangue total
4517;CLSGURG;Cloro, urgente, sangue total;Cloro;;urgente;;;sangue total
4518;ACLATSGVEURG;Ácido Láctico, sangue venoso;Ácido Láctico;;;;;sangue venoso
4519;GLICSGVEURG;Glicose, urgente, sangue venoso;Glicose;;urgente;;;sangue venoso
4520;CLSGVEURG;Cloro, urgente, sangue venoso;Cloro;;urgente;;;sangue venoso
4521;WGERALH;Cultura Geral, urgente, Vários Materiais;Cultura Geral;;urgente;;;
4529;WHEMOH;Hemocultura, urgente, Vários Materiais;Hemocultura;;urgente;;;
4530;11DESOXIPV;11-Desoxicortisol, dosagem em tempos, soro;11-Desoxicortisol;;dosagem em tempos;;;soro
4533;GLICURFRA;Glicose, urina fracionada 4 períodos;Glicose;;;;;urina fracionada 4 períodos
4534;HBHTCOURG;Hemoglobina e Hematocrito, urgente, sangue total;Hemoglobina e Hematocrito;;urgente;;;sangue total
4535;LDLURG;Colesterol, total e frações, plasma;Colesterol;;total e frações;;;plasma
4536;HDLURG;Colesterol, HDL, plasma;Colesterol, HDL;;;;;plasma
4537;COLESTURG;Colesterol, total, plasma;Colesterol;;total;;;plasma
4538;TRIGURG;Triglicérides, plasma;Triglicérides;;;;;plasma
4539;VLDLURG;VLDL Colesterol, plasma;VLDL Colesterol;;;;;plasma
4540;LDLHURG;Colesterol, Fração LDL, plasma;Colesterol;;Fração LDL;;;plasma
4543;HGBSGURG;Hemoglobina, para Hospitais, sangue total;Hemoglobina;;para Hospitais;;;sangue total
4544;HTCOSGURG;Hematócrito, sangue total;Hematócrito;;;;;sangue total
4551;ANTIBLCR;Antibiograma, para material de líquor;Antibiograma;;para material de líquor;;;
4554;BNCJON2;Imunoeletroforese, para Hospitais, urina;Imunoeletroforese;;para Hospitais;;;urina
4558;CISTLQSIRELISA;Neurocisticercose, por ELISA, líquor;Neurocisticercose;;por ELISA;;;líquor
4561;HGBHTCOLIQ;Hemoglobina e Hematocrito, Vários Materiais;Hemoglobina e Hematocrito;;;;;
4566;MONOG;Epstein-Barr Vírus, Anticorpo IgG, soro;Epstein-Barr Vírus;;Anticorpo IgG;;;soro
4567;MONOM;Epstein-Barr Vírus, Anticorpo IgM, soro;Epstein-Barr Vírus;;Anticorpo IgM;;;soro
4569;EBVPCR;Epstein-Barr Vírus, por PCR em tempo real, qualitativo, Vários Materiais;Epstein-Barr Vírus;;por PCR em tempo real, qualitativo;;;
4570;LACTLQSIR;Ácido Láctico, para Hospitais, líquor;Ácido Láctico;;para Hospitais;;;líquor
4572;ESQUILQSIRELISA;Schistosoma mansoni, por ELISA, líquor;Schistosoma mansoni;;por ELISA;;;líquor
4581;TOXOLQSIRHAG;Toxoplasma gondii, Anticorpo IgG, por hemaglutinação passiva, líquor;Toxoplasma gondii;;Anticorpo IgG, por hemaglutinação passiva;;;líquor
4582;TOXOLQSIRHAM;Toxoplasma gondii, Anticorpos IgM, por hemaglutinação passiva, líquor;Toxoplasma gondii;;Anticorpos IgM, por hemaglutinação passiva;;;líquor
4584;TOXOLQSIRELISAG;Toxoplasma gondii, Anticorpo IgG, por ELISA, líquor;Toxoplasma gondii;;Anticorpo IgG, por ELISA;;;líquor
4585;TOXOLQSIRELISAM;Toxoplasma gondii, Anticorpo IgM, por ELISA, líquor;Toxoplasma gondii;;Anticorpo IgM, por ELISA;;;líquor
4586;WKLQSIRHA;Treponema pallidum, por Hemaglutinação passiva, líquor;Treponema pallidum;;por Hemaglutinação passiva;;;líquor
4592;CROSSMATCH;Crossmatch, Teste de histocompatibilidade para transplantes, sangue total;Crossmatch;;Teste de histocompatibilidade para transplantes;;;sangue total
4593;HLAAEB;HLA A e B, Teste de histocompatibilidade de média resolução, sangue total;HLA A e B;;Teste de histocompatibilidade de média resolução;;;sangue total
4594;HLADR;HLA DR, Teste de histocompatibilidade de média resolução, sangue total;HLA DR;;Teste de histocompatibilidade de média resolução;;;sangue total
4595;HLADRDQ;HLA DR e DQ, Teste de histocompatibilidade de média resolução, sangue total;HLA DR e DQ;;Teste de histocompatibilidade de média resolução;;;sangue total
4638;PCI123;Cintilografia de corpo inteiro, com Iodo-123;;Cintilografia de corpo inteiro;com Iodo-123;;;
4639;DENOCOPFILME;Cópia de filme, Densitometria óssea;Cópia de filme;;Densitometria óssea;;;
4641;HLACELIACA;HLA para doença celíaca, Genotipagem, sangue total;HLA para doença celíaca;;Genotipagem;;;sangue total
4651;BHCGESP;Gonadotrofina Coriônica, especial, soro;Gonadotrofina Coriônica;;especial;;;soro
4652;E2ESP;Estradiol, especial, soro;Estradiol;;especial;;;soro
4653;PSAL;Antígeno prostático específico livre, soro;Antígeno prostático específico livre;;;;;soro
4654;FACIDAPROS;Fosfatase ácida fração prostática, soro;Fosfatase ácida fração prostática;;;;;soro
4657;IMUELE2;Imunoglobulinas, Imunofixação, soro;Imunoglobulinas;;Imunofixação;;;soro
4658;COCELIQURG2;Leucócitos, contagem global, líquidos biológicos;Leucócitos;;contagem global;;;líquidos biológicos
4661;DOMPUNC2;Punção cisterno sub-occipital, para Hospitais;Punção cisterno sub-occipital;;para Hospitais;;;
4663;CARIOHEMECLI;FISH Novartis, medula óssea;FISH Novartis;;;;;medula óssea
4666;SORLYMELQG;Borrelia burgdorferi, Anticorpo IgG, líquor;Borrelia burgdorferi;;Anticorpo IgG;;;líquor
4673;TREPON2;Haemophilus, pesquisa, exsudato;Haemophilus;;pesquisa;;;exsudato
4675;FAN2;Centrômeros, Anticorpo IgG, soro;Centrômeros;;Anticorpo IgG;;;soro
4682;SVEURG2;Esquizócitos, sangue total;Esquizócitos;;;;;sangue total
4683;NORTRIP;Nortriptilina, dosagem, soro;Nortriptilina;;dosagem;;;soro
4689;CLAMDNA3;Chlamydia trachomatis, pesquisa de DNA (2ª amostra), Vários Materiais;Chlamydia trachomatis;;pesquisa de DNA (2ª amostra);;;
4699;SORLYMELQM;Borrelia burgdorferi, Anticorpo IgM, líquor;Borrelia burgdorferi;;Anticorpo IgM;;;líquor
4700;TPROURG2;Protrombina, curva corrigida, plasma;Protrombina;;curva corrigida;;;plasma
4701;HPTH2;Paratormônio (Molécula intacta), para Hospitais, soro;Paratormônio (Molécula intacta);;para Hospitais;;;soro
4702;ZOSTERLQPCR;Varicella-zoster Vírus, por PCR, líquor;Varicella-zoster Vírus;;por PCR;;;líquor
4706;IMUCIRCHOSP;Imunocomplexos Circulantes, para Hospitais, soro;Imunocomplexos Circulantes;;para Hospitais;;;soro
4707;T3REV;T3 reverso, soro;T3 reverso;;;;;soro
4711;RASTVC2;IgE Específico, c2 - penicilina V, soro;IgE Específico;;c2 - penicilina V;;;soro
4712;RASTF23;IgE Específico, f23 - caranguejo, soro;IgE Específico;;f23 - caranguejo;;;soro
4713;RASTG12;IgE Específico, para centeio (pólen) - G12, soro;IgE Específico;;para centeio (pólen) - G12;;;soro
4714;PSATOT;Antígeno Prostático Específico, total, soro;Antígeno Prostático Específico;;total;;;soro
4716;FACIDATOT;Fosfatase Ácida, total, soro;Fosfatase Ácida;;total;;;soro
4720;HLADR2;HLA DR, Teste de histocompatibilidade de alta resolução, sangue total;HLA DR;;Teste de histocompatibilidade de alta resolução;;;sangue total
4721;HLADQ;HLA DQ, Teste de histocompatibilidade de alta resolução, sangue total;HLA DQ;;Teste de histocompatibilidade de alta resolução;;;sangue total
4722;HLADRDQ2;HLA DR e DQ, Teste de histocompatibilidade de alta resolução, sangue total;HLA DR e DQ;;Teste de histocompatibilidade de alta resolução;;;sangue total
4727;IGHPCR;Clonalidade para células B, Detecção por PCR, Vários Materiais;Clonalidade para células B;;Detecção por PCR;;;
4728;TCRPCR;Clonalidade para células T, Detecção por PCR, sangue total;Clonalidade para células T;;Detecção por PCR;;;sangue total
4729;TACROURG;Tacrolimus, por imunoensaio, sangue total;Tacrolimus;;por imunoensaio;;;sangue total
4730;AGLUTRHCOMPL;Aglutininas anti-Rh, complementação, sangue total e soro;Aglutininas anti-Rh;;complementação;;;sangue total e soro
4735;BIOMEDA;Biópsia de Medula óssea, simplificada;Biópsia de Medula óssea;;simplificada;;;
4737;CPREPAPILO;CPRE, c/papilotomia com ou sem retirada de cálculos;;CPRE;c/papilotomia com ou sem retirada de cálculos;;;
4738;CPREPROTESE;CPRE, c/papilotomia com colocação de prótese plástica;;CPRE;c/papilotomia com colocação de prótese plástica;;;
4739;AAGP1G;Beta-2-Glicoproteína 1, Autoanticorpo IgG, soro;Beta-2-Glicoproteína 1;;Autoanticorpo IgG;;;soro
4740;AAGP1M;Beta-2-Glicoproteína 1, Autoanticorpo IgM, soro;Beta-2-Glicoproteína 1;;Autoanticorpo IgM;;;soro
4741;OFTACOPFILME;Cópia de filme, Oftalmologia;Cópia de filme;;Oftalmologia;;;
4742;FOTANTAO;Fotografia de segmento anterior, olhos, ambos;;Fotografia de segmento anterior;;olhos;ambos;
4743;FOTANTOD;Fotografia de segmento anterior, olho, direito;;Fotografia de segmento anterior;;olho;direito;
4744;FOTANTOE;Fotografia de segmento anterior, olho, esquerdo;;Fotografia de segmento anterior;;olho;esquerdo;
4745;ORTOPTICO;Motilidade ocular, teste de;;Motilidade ocular;teste de;;;
4746;CATVISAO;Acuidade Visual, teste com cartões de Teller;;Acuidade Visual;teste com cartões de Teller;;;
4747;SENSCONTRASTE;Sensibilidade ao contraste, teste visual de;;Sensibilidade ao contraste;teste visual de;;;
4748;CURVACTD;Curva tensional diária, ambos os olhos;;Curva tensional diária;ambos os olhos;;;
4749;ACUIDADE;Acuidade Visual, teste de;;Acuidade Visual;teste de;;;
4756;DISFIBRIN2;Disfibrinogenemia, imunológica, plasma;Disfibrinogenemia;;imunológica;;;plasma
4759;CONSDERM;Consulta Check-up, Dermatologia;Consulta Check-up;;Dermatologia;;;
4763;TRANSMUC;Ácido trans-trans-mucônico, dosagem, urina;Ácido trans-trans-mucônico;;dosagem;;;urina
4773;TSHT3D;TSH, tempo terceiro dia, soro;TSH;;tempo terceiro dia;;;soro
4774;TESTECORES;Visão de cores, teste de;;Visão de cores;teste de;;;
4775;PROTLIQ;Proteínas totais, Vários Materiais;Proteínas totais;;;;;
4776;AASP;Sp 100/PML, Anticorpo IgG, soro;Sp 100/PML;;Anticorpo IgG;;;soro
4777;CARIOFIB;Fibroblastos, cariótipo de, pele;Fibroblastos;;cariótipo de;;;pele
4778;VCHEPAINF;Vacina, contra Hepatite A, infantil;Vacina;;contra Hepatite A, infantil;;;
4779;VCHPV;Vacina, contra Papilomavirus Humano;Vacina;;contra Papilomavirus Humano;;;
4780;OCTANTAO;Tomografia, do segmento anterior, ambos os olhos;;Tomografia;do segmento anterior;ambos os olhos;;
4781;OCTANTOD;Tomografia, do segmento anterior, olho direito;;Tomografia;do segmento anterior;;olho direito;
4782;OCTANTOE;Tomografia, do segmento anterior, olho esquerdo;;Tomografia;do segmento anterior;;olho esquerdo;
4786;TLMS;Latências múltiplas do sono, teste de;;Latências múltiplas do sono;teste de;;;
4788;HISTOAG;Histoplasma Capsulatum, pesquisa do antígeno, soro;Histoplasma Capsulatum;;pesquisa do antígeno;;;soro
4797;PROCAL;Pró-calcitonina, dosagem, plasma;Pró-calcitonina;;dosagem;;;plasma
4799;CAM6MIN;Teste da caminhada, de 6 minutos;;Teste da caminhada;de 6 minutos;;;
4800;CINTADENO;Cintilografia de perfusão do miocárdio, associada à adenosina;;Cintilografia de perfusão do miocárdio;associada à adenosina;;;
4802;PTHINTRA;Paratormônio, intra-operatório, plasma;Paratormônio;;intra-operatório;;;plasma
4803;TCAORTATORACICA;Tomografia computadorizada, aorta torácica;;Tomografia computadorizada;;aorta torácica;;
4804;TCAORTAABDOM;Tomografia computadorizada, aorta abdominal;;Tomografia computadorizada;;aorta abdominal;;
4805;TCAORTATOTAL;Tomografia computadorizada, aorta total;;Tomografia computadorizada;;aorta total;;
4806;TCARTMMII;Tomografia computadorizada, artérias e veias dos membros inferiores;;Tomografia computadorizada;;artérias e veias dos membros inferiores;;
4807;TCARTRENAIS;Tomografia computadorizada, artérias renais;;Tomografia computadorizada;;artérias renais;;
4808;GUARDAURIN;Guarda, de urina;Guarda;;de urina;;;
4809;GUARDAPPT;Guarda, de plasma, PPT;Guarda;;de plasma, PPT;;;
4810;GUARDASORO;Guarda, de soro;Guarda;;de soro;;;
4815;AVALTIR;Avaliação de tiroide;;Avaliação de tiroide;;;;
4816;AVALDIABE;Avaliação de diabetes;;Avaliação de diabetes;;;;
4817;GUARDAEDTA;Guarda, de plasma EDTA;Guarda;;de plasma EDTA;;;
4818;GUARDACITRA;Guarda, de plasma, citrato;Guarda;;de plasma, citrato;;;
4819;GUARDALITIC;Guarda, de plasma heparina lítica;Guarda;;de plasma heparina lítica;;;
4820;GUARDAFLUOR;Guarda, de plasma fluoreto;Guarda;; de plasma fluoreto;;;
4821;GUARDASODIC;Guarda, de plasma heparina sódica;Guarda;;de plasma heparina sódica;;;
4824;IMFRIM;Imunofluorescência Direta, material renal;Imunofluorescência Direta;;;;;material renal
4825;BIORENAL;Biópsia renal;;Biópsia renal;;;;
4826;GUARDAEDTAST;Guarda, de sangue total EDTA;Guarda;;de sangue total EDTA;;;
4829;GLIC501PL;Glicose, 1 hora após 50 gramas de Glicose, plasma (fluoreto);Glicose;;1 hora após 50 gramas de Glicose;;;plasma (fluoreto)
4834;CONSNEND;Consultoria, em Neoplasias Endócrinas;Consultoria;;em Neoplasias Endócrinas;;;
4835;CHECKVJTEL;Consulta do viajante, por telefone;Consulta do viajante;;por telefone;;;
4839;CIMRGM;Teste de Sensibilidade, micobactérias crescimento rápido, cepa de microrganismo;Teste de Sensibilidade;;para micobactérias de crescimento rápido;;;cepa de microrganismo
4841;ECO3D;Ecocardiograma tridimensional;;Ecocardiograma tridimensional;;;;
4842;ECO3DINF;Ecocardiograma tridimensional, Infantil;;Ecocardiograma tridimensional;Infantil;;;
4845;GENCLIN;Consulta, em Genética;Consulta;;em Genética;;;
4846;CITOBLIQ;Citologia cérvico-vaginal, em base líqüida, material vaginal e colo uterino;Citologia cérvico-vaginal;;em base líqüida;;;material vaginal e colo uterino
4848;FENGLIOX;Ácido fenilglioxílico, dosagem, urina;Ácido fenilglioxílico;;dosagem;;;urina
4849;MTNEFRISO;Metanefrinas, amostra isolada, urina;Metanefrinas;;amostra isolada;;;urina
4850;DRABUREMP2;Drogas de Abuso, para empresas, 2 drogas, urina;Drogas de Abuso;;para empresas, 2 drogas;;;urina
4851;DRABUREMP3;Drogas de Abuso, para empresas, 3 drogas, urina;Drogas de Abuso;;para empresas, 3 drogas;;;urina
4852;DRABUREMP4;Drogas de Abuso, para empresas, 4 drogas, urina;Drogas de Abuso;;para empresas, 4 drogas;;;urina
4853;DRABUREMP5;Drogas de Abuso, para empresas, 5 drogas, urina;Drogas de Abuso;;para empresas, 5 drogas;;;urina
4854;DRABUREMP6;Drogas de Abuso, para empresas, 6 drogas, urina;Drogas de Abuso;;para empresas, 6 drogas;;;urina
4856;MUTFLT3;Mutação tipo ITD no gene FLT3, por PCR e eletroforese capilar, Vários Materiais;Mutação tipo ITD no gene FLT3;;por PCR e eletroforese capilar;;;
4862;INTRAIMAGEM;Análise cito-histológica de biópsia, dirigida por procedimento de imagem;Análise cito-histológica de biópsia;;dirigida por procedimento de imagem;;;
4866;AGINFLU;Influenza A e B, teste rápido, Vários Materiais;Influenza A e B;;teste rápido;;;
4945;AQUAPORINA;Aquaporina 4 (AQP4), Anticorpo IgG, soro;Aquaporina 4 (AQP4);;Anticorpo IgG;;;soro
4965;DRABUREMP;Drogas de Abuso, para empresas, uma droga, urina;Drogas de Abuso;;para empresas, uma droga;;;urina
4967;RMAORTAABDOM;Ressonância magnética, aorta abdominal;;Ressonância magnética;;aorta abdominal;;
4968;RMAORTATORACICA;Ressonância magnética, aorta torácica;;Ressonância magnética;;aorta torácica;;
4979;VCHEPAB;Vacina, contra hepatites A e B, combinadas;Vacina;;contra hepatites A e B, combinadas;;;
4980;DEVBLOC;Devolução de bloco anatomopatológico;Devolução de bloco anatomopatológico;;;;;
4981;REVLAMIH;Revisão de lâminas, de exame anatomopatológico com imunoistoquímico;Revisão de lâminas;;de exame anatomopatológico com imunoistoquímico;;;
4982;VCQUADRI;Vacina, Quadrivalente, combinada;Vacina;;Quadrivalente, combinada;;;
4986;EGDSONDA;Endoscopia, sonda nasoenteral;Endoscopia;;sonda nasoenteral;;;
4988;BIOESP;Biopsia, para obtenção de amostra de tecido;Biopsia;;para obtenção de amostra de tecido;;;
4992;AASTRONGY;Strongyloides stercoralis, Anticorpo IgG, soro;Strongyloides stercoralis;;Anticorpo IgG;;;soro
4993;CORTICOST;Corticosterona, soro;Corticosterona;;;;;soro
4994;11DESOXIONA;11-Desoxicorticosterona, soro;11-Desoxicorticosterona;;;;;soro
4995;21DESOXI;21-Desoxicortisol, soro;21-Desoxicortisol;;;;;soro
4996;CORTISON;Cortisona, soro;Cortisona;;;;;soro
4997;ID16S;Gene RRNA16S, identificação por sequenciamento, cepa de microrganismo;Gene RRNA16S;;identificação por sequenciamento;;;cepa de microrganismo
4998;DNAFETAL;DNA fetal, Detecção por PCR, plasma;DNA fetal;;Detecção por PCR;;;plasma
5002;MUTBCRABL;BCR-ABL, detecção de mutações do gene, Vários Materiais;BCR-ABL;;detecção de mutações do gene;;;
5003;IH-MSI;Imuno-histoquímico, p/detecção do produto gênico MLH1 e MSH2, Vários Materiais;Imuno-histoquímico;;p/detecção do produto gênico MLH1 e MSH2;;;
5004;HPVARISC;Papilomavírus Humano, detecção de subtipos de alto risco, Vários Materiais;Papilomavírus Humano;;detecção de subtipos de alto risco;;;
5005;CINTESVAZ;Cintilografia, para pesquisa de esvaziamento gástrico;;Cintilografia;para pesquisa de esvaziamento gástrico;;;
5006;CONSPRUDE;Entrevista médica, para Prudential;Entrevista médica;;para Prudential;;;
5007;CONSPRUDE2;Entrevista médica, para Prudential tipo 2;Entrevista médica;;para Prudential tipo 2;;;
5022;DERMAMAP;Dermatoscopia, mapeamento corporal total, para controle de nevos;;Dermatoscopia, mapeamento corporal total;para controle de nevos;;;
5025;DERMAREMAP;Remapeamento corporal total, para controle de nevos já diagnosticados;;Remapeamento corporal total;para controle de nevos já diagnosticados;;;
5027;USPELVAGD;Ultrassonografia, com doppler, pélvica e endovaginal;;Ultrassonografia;com doppler;pélvica e endovaginal;;
5029;TESTOMS;Testosterona, por LC-MS/MS, soro;Testosterona;;por LC-MS/MS;;;soro
5030;TESTOLMS;Testosterona livre, por LC-MS/MS, soro;Testosterona livre;;por LC-MS/MS;;;soro
5039;COLETAESC;Coleta de escarro, em Unidades;Coleta de escarro;;em Unidades;;;
5040;TCARTMMSS;Tomografia computadorizada, artérias dos membros superiores;;Tomografia computadorizada;;artérias dos membros superiores;;
5041;TCARTMS;Tomografia computadorizada, artérias e veias de membro superior;;Tomografia computadorizada;;artérias e veias de membro superior;;
5042;INFILTRA;Infiltração;;Infiltração;;;;
5045;CINTMIOCNEC;Cintilografia do miocárdio, necrose;;Cintilografia do miocárdio;necrose;;;
5046;CONTERAPMIBG;Controle após terapia, com MIBG;;Controle após terapia;com MIBG;;;
5048;ESVESOFLIQ;Cintilografia, para pesq. de esvaziamento esofágico de líquidos;;Cintilografia;para pesq. de esvaziamento esofágico de líquidos;;;
5049;ESVESOFSEMI;Cintilografia, pesq. de esvaziamento esofágico de semi-sólidos;;Cintilografia;pesq. de esvaziamento esofágico de semi-sólidos;;;
5051;RXPENIS;Raios X, pênis;;Raios X;;pênis;;
5052;RXPLANILAR;Planigrafia, da laringe;;Planigrafia;;da laringe;;
5053;USPARMOLD;Ultrassonografia, com Doppler, das partes moles;;Ultrassonografia;com Doppler;das partes moles;;
5055;CONTERAPLUT;Controle após terapia, com Lutécio;;Controle após terapia;com Lutécio;;;
5060;ECOSINC;Ecocardiograma, com análise do sincronismo cardíaco;;Ecocardiograma;com análise do sincronismo cardíaco;;;
5061;IDSEQ16S;Gene RRNA16S, identificação por seqüenciamento parcial, cepa de microrganismo;Gene RRNA16S;;identificação por seqüenciamento parcial;;;cepa de microrganismo
5062;USOMCOPFILME;Cópia de filme, Ultrassonografia;Cópia de filme;;Ultrassonografia;;;
5063;USPELE;Ultrassonografia, pele;;Ultrassonografia;;pele;;
5066;ATMOVSJC;Atendimento móvel, em São José dos Campos;Atendimento móvel;;em São José dos Campos;;;
5069;TGPUNC;Tiroglobulina, dosagem em material obtido por punção, punção;Tiroglobulina;;dosagem em material obtido por punção;;;punção
5072;HPTHPUNC;Paratormônio, dosagem em material obtido por punção, punção;Paratormônio;;dosagem em material obtido por punção;;;punção
5073;HCTPUNC;Calcitonina, dosagem em material obtido por punção, punção;Calcitonina;;dosagem em material obtido por punção;;;punção
5076;METABREP;Metabolismo de repouso;;Metabolismo de repouso;;;;
5077;PROBE;Probe, utilização de;Probe;;utilização de;;;
5078;CORNEAOD;Oftalmologia, diagnóstico microbiológico, córnea de olho direito;Oftalmologia;;diagnóstico microbiológico;córnea de olho direito;;
5079;CORNEAOE;Oftalmologia, diagnóstico microbiológico, córnea de olho esquerdo;Oftalmologia;;diagnóstico microbiológico;córnea de olho esquerdo;;
5080;CORNEAAO;Oftalmologia, diagnóstico microbiológico, córnea de ambos os olhos;Oftalmologia;;diagnóstico microbiológico;córnea de ambos os olhos;;
5087;PALPEBRAOD;Oftalmologia, diagnóstico microbiológico, pálpebra de olho direito;Oftalmologia;;diagnóstico microbiológico;pálpebra de olho direito;;
